doc_id,topic_00,topic_01,topic_02,topic_03,topic_04
85,0.687861,-0.36708856,0.46412292,-0.35707477,-0.2217672
86,0.8243231,-0.37699622,0.06395204,0.36145154,-0.20887336
87,0.8102799,-0.24230498,0.21724953,0.42927065,-0.2307905
88,0.92479366,-0.30997986,0.17226042,0.100292526,-0.09453507
89,0.83367956,0.123779714,0.5180074,-0.13927338,-0.0439101
90,0.94997704,-0.24307339,-0.007901496,0.1883782,-0.053946197
91,0.9464472,-0.2521495,-0.004855816,0.1935229,-0.056422506
92,0.8253797,0.12275021,-0.37564448,-0.40037647,-0.04764942
93,0.820612,0.50858575,0.020143788,0.09085937,-0.24346524
94,0.75309914,0.6145366,0.1913701,-0.06263497,0.12099933
95,0.81832397,-0.3317856,0.13774519,0.41081372,-0.18034035
96,0.74871767,-0.13185917,0.14986636,0.56568456,-0.28209242
97,0.97355294,-0.02379429,0.14149395,0.17742693,-0.011297584
98,0.9718862,0.026221834,0.12688045,0.092915505,-0.17325592
99,0.7379925,0.31595802,0.4721673,-0.36127,0.045603182
100,0.77864724,0.536803,0.28416717,-0.034737837,0.15360072
101,0.67779815,-0.3043118,0.23126014,-0.56973225,-0.26440123
102,0.75448745,0.6191612,0.17484963,-0.07631541,0.10484124
103,0.8046145,-0.11549638,0.25777444,0.44658747,-0.2708656
104,0.8344746,-0.4333182,0.07189665,0.26246572,-0.20452371
105,0.92034143,0.3731558,0.047895264,0.011444777,-0.10630786
106,0.8784123,-0.38070235,0.08034127,0.27462408,-0.03980458
107,0.76906836,0.5070954,-0.22542723,-0.21120964,-0.23656122
108,0.9391589,-0.20190679,0.12860392,-0.19081996,-0.15576553
109,0.90321034,0.008200339,-0.06607084,0.40082437,0.13826852
110,0.7931216,0.46724448,-0.057168785,-0.14333378,-0.358926
111,0.74803054,-0.48463178,-0.18069953,-0.29039568,0.29765835
112,0.9455419,-0.18586768,-0.019545369,-0.2552298,-0.076677226
113,0.83446795,-0.3351814,0.3235008,0.23841794,-0.17268714
114,0.8225774,0.40121114,-0.25485536,-0.22155531,-0.21990454
115,0.8229736,0.4009511,-0.25486138,-0.22105722,-0.21938999
116,0.8119167,-0.50859,0.051696826,0.28173342,-0.009008171
117,0.89764124,-0.14103234,-0.2748213,0.20964368,0.23424971
