doc_id,topic_00,topic_01,topic_02,topic_03,topic_04
35573,0.6795582,-0.499891,-0.11230086,-0.3823913,0.35982627
35574,0.8501789,-0.4957948,0.0770436,-0.14143597,0.073780164
35575,0.5363702,-0.12091172,-0.51278925,-0.3381387,0.5660359
35576,0.60115844,-0.22485605,-0.406255,-0.42704046,0.4905523
35577,0.53918993,-0.11967525,-0.51297534,-0.3353266,0.5651233
35578,0.8255781,-0.47329435,-0.0027501762,-0.28806877,0.106874555
35579,0.59644824,-0.21279284,-0.43182865,-0.42499694,0.48152903
35580,0.53352374,-0.11354591,-0.51643795,-0.34047037,0.56553656
35581,0.6306876,-0.4690543,-0.27766496,-0.35461953,0.42351902
35582,0.54469526,-0.12037229,-0.5113471,-0.33589652,0.56081665
35583,0.55535865,-0.13617383,-0.4894721,-0.38998356,0.5304369
35584,0.8197585,-0.53549576,-0.0155242,-0.18490578,0.0825177
35585,0.56774145,-0.101111494,-0.49203688,-0.38714448,0.5248476
35586,0.54909074,-0.07242552,-0.5219936,-0.34257165,0.55083686
35587,0.5455473,-0.07809921,-0.5210943,-0.3404594,0.55572176
35588,0.8780773,-0.17598395,-0.30658668,-0.23503517,0.22084595
35589,0.94757843,-0.24739742,0.06862955,-0.16989653,-0.085526146
35590,0.55042523,-0.07820299,-0.5215836,-0.34668565,0.5465126
35591,0.5536041,-0.08102349,-0.52087516,-0.34563538,0.544227
35592,0.5522625,-0.075246245,-0.5213031,-0.34155494,0.5485685
35593,0.5408862,-0.097498775,-0.51816016,-0.33808875,0.56137514
35594,0.5487447,-0.08090765,-0.5204069,-0.33944884,0.55342966
35595,0.5551875,-0.09341042,-0.51563233,-0.34280148,0.5474045
35596,0.5604064,-0.072350524,-0.51763624,-0.34203452,0.5438521
35597,0.55681777,-0.07822519,-0.51672775,-0.33987164,0.5489211
35598,0.5521398,-0.09830969,-0.51368475,-0.3374357,0.55474484
35599,0.88060564,-0.35952106,-0.13452925,-0.25544152,0.10922338
35600,0.7746408,-0.5825957,-0.110256486,-0.21464717,0.047791068
35601,0.69854563,-0.038633175,0.007017242,-0.6814099,-0.21487865
35602,0.81627125,-0.518052,0.10985105,-0.22261286,0.060824797
35603,0.77060854,-0.45746163,-0.12388394,-0.28222746,0.31920484
35604,0.7157349,-0.4496794,-0.2368937,-0.3426534,0.334637
35605,0.7662032,0.22425617,-0.22121252,-0.5588098,0.037925776
35606,0.90412503,-0.35188946,0.11056292,-0.11823429,-0.18035583
35607,0.8186097,-0.4519039,0.03703154,-0.3489547,0.050201986
35608,0.9216441,-0.15327464,0.16579418,-0.28297454,-0.13970242
35609,0.59328747,-0.057167474,-0.53019804,-0.51231164,0.3180701
35610,0.87010455,-0.3603447,-0.06478665,-0.32509553,0.05643925
35611,0.7792842,-0.3675229,-0.3139629,-0.18556936,0.3530362
35612,0.66941845,-0.41886437,-0.2807513,-0.22520877,0.4968815
35613,0.8222694,-0.4358016,0.21184519,-0.09661966,-0.28237608
35614,0.8060098,-0.5337583,-0.0593124,-0.17588145,0.1760625
35615,0.8047832,-0.43020734,0.104710646,-0.33448645,-0.21071321
35616,0.76322573,-0.59100837,0.003801092,-0.2607001,0.014715926
35617,0.76538444,-0.56399035,0.11854515,-0.26478553,0.109257765
35618,0.7998133,-0.500879,-0.10196924,-0.2645007,0.17047197
35619,0.67194945,-0.5138122,-0.20498165,-0.3016517,0.38919124
35620,0.73201925,-0.37995696,-0.27419984,-0.13580078,0.47555557
35621,0.7263044,-0.5809756,-0.15791768,-0.20750815,0.2587501
35622,0.8788554,-0.37949005,0.10078313,-0.24709812,0.11129064
35623,0.76885015,-0.07067735,-0.07564575,-0.4077698,-0.48153466
35624,0.80005366,-0.21739782,-0.2665392,-0.30207968,0.38775894
35625,0.8173234,-0.19239184,0.025405068,-0.541757,0.028669024
35626,0.6844538,-0.18014848,-0.010273091,-0.53073967,-0.46613234
35627,0.74483085,-0.30624175,-0.29625514,-0.4520938,0.2434892
35628,0.8675369,-0.21868218,-0.07427865,-0.4295601,-0.09756347
35629,0.5418888,-0.100668095,-0.5002234,-0.3561977,0.564909
35630,0.8278985,-0.4988249,-0.0370261,-0.20328587,0.15186061
35631,0.8094379,-0.28095168,-0.13555425,-0.39124978,0.30728674
35632,0.6129153,-0.4801651,-0.25155312,-0.32826343,0.4719538
35633,0.73620147,-0.5539768,0.09148808,-0.37665418,-0.029641543
35634,0.64512426,-0.29353034,-0.3970827,-0.37228593,0.44875747
35635,0.7759562,-0.14011592,-0.34921607,-0.44924936,0.23341525
35636,0.5621081,-0.11750591,-0.4743511,-0.40694043,0.52878857
35637,0.84180343,-0.36821792,-0.19841826,-0.28792614,0.18306117
35638,0.86622834,-0.18792196,-0.40129063,-0.1276487,0.1923679
35639,0.78535813,-0.5273922,0.07062775,-0.3080071,0.07220384
35640,0.85420334,-0.48267403,0.048087798,-0.18526283,-0.026977107
35641,0.8996406,-0.23497002,-0.1079433,-0.34032282,0.08924399
35642,0.80138844,-0.05381598,-0.2862158,-0.37051797,0.368344
35643,0.8119548,-0.4112627,0.08927136,-0.34147203,-0.21684092
35644,0.8717085,-0.14552672,-0.19660535,-0.34235328,0.2511708
35645,0.75153583,-0.35254818,-0.3158317,-0.41088066,0.20574518
35646,0.91875386,0.15195127,-0.22627617,-0.2818549,-0.04646569
35647,0.78111756,-0.5893195,-0.019000452,-0.17745253,0.10347665
35648,0.8312385,-0.38011706,-0.20508355,-0.29722565,0.18480071
35649,0.5561966,-0.056253716,-0.5059484,-0.3612598,0.5486242
35650,0.5528861,-0.061679095,-0.50510675,-0.35933575,0.5534054
35651,0.557534,-0.061685067,-0.50541574,-0.36537236,0.5444345
35652,0.900938,-0.032398533,-0.33835563,-0.2616219,0.065807015
35653,0.85104185,-0.21079642,-0.40928987,-0.15633887,0.19832446
35654,0.5590306,-0.06307183,-0.50463814,-0.3562182,0.549505
35655,0.5636577,-0.06308187,-0.5049206,-0.36218974,0.5405409
35656,0.56228894,-0.057670586,-0.50546443,-0.35813284,0.5447493
35657,0.5568844,-0.05500941,-0.50111127,-0.36539018,0.5497556
35658,0.7827659,-0.19780311,-0.28741738,-0.30601645,0.4146042
35659,0.77011967,-0.061425876,-0.08239407,-0.4043868,-0.48251957
35660,0.4195653,0.35676435,-0.21843332,-0.63967407,-0.4896817
35661,0.9620266,-0.24833855,-0.002164188,0.113258496,-0.0008009921
35662,0.8012617,-0.2764954,-0.16237639,-0.44946483,0.23053244
35663,0.9271748,-0.021222692,0.2280049,0.10331245,-0.27791506
35664,0.86193883,-0.33318278,0.15541057,0.106120594,-0.3326209
35665,0.85489094,-0.28170788,0.1974154,-0.018553063,-0.38792425
35666,0.82314056,0.22019243,0.032502756,-0.33150956,-0.4037324
35667,0.6638152,0.48614123,-0.12936766,-0.42231366,-0.3576749
35668,0.89757115,0.06975995,0.0034136751,0.006125656,-0.43525904
35669,0.87456083,-0.30048084,-0.033010226,-0.29879785,-0.23341982
35670,0.79111606,0.25334916,-0.3920141,-0.34808362,-0.18738283
35671,0.84145296,-0.39997122,0.10555745,-0.12739421,-0.3234321
35672,0.85478336,-0.19277687,-0.2338624,-0.32565445,0.26728275
35673,0.78579724,0.42956126,-0.23337461,0.22593218,-0.30412287
35674,0.7057683,0.1476229,-0.57923007,-0.28339124,0.253536
35675,0.6394686,-0.18356109,-0.2980947,-0.65295094,0.20537713
35676,0.78773546,-0.45318976,-0.2652139,-0.16592988,0.27608106
35677,0.9550192,-0.091780506,-0.2691479,0.08344148,0.010555779
35678,0.7157363,-0.49939978,0.3400869,-0.11825642,-0.3296632
35679,0.69123167,-0.17482802,-0.45497954,-0.15527275,0.5104095
35680,0.6579881,-0.18347196,-0.47375062,-0.20137253,0.5180726
35681,0.8196233,-0.34230238,0.41107845,-0.0670308,-0.19382499
35682,0.67184716,-0.5783661,-0.23885113,0.05272195,0.39279068
35683,0.79870546,-0.4924768,0.0791622,0.3242852,-0.0900477
35684,0.75126994,-0.561568,-0.10597572,0.07299089,0.3219881
35685,0.80352426,-0.3193736,0.38252428,-0.22688107,-0.23355828
35686,0.9077558,-0.30140865,0.22954619,-0.13953318,0.11389179
35687,0.8033898,-0.27353337,0.41590694,-0.27144572,-0.18188706
35688,0.749108,-0.5093717,0.24775493,-0.1955961,-0.28237808
35689,0.82937837,-0.38586566,0.29217383,-0.04308382,-0.27571264
35690,0.82216114,-0.39952776,0.29434374,0.02165971,-0.2780669
35691,0.8520837,-0.30670738,0.34463587,-0.14431943,-0.20070367
35692,0.78667784,0.28088093,0.25780034,0.4236633,-0.23725982
35693,0.8816532,0.43020543,-0.1612967,0.07577645,-0.07650004
35694,0.68666947,0.6589468,-0.18006961,0.15355295,-0.19562845
35695,0.9160235,0.25902668,0.085008495,-0.12472791,-0.26650086
35696,0.6884996,0.3287704,-0.014678951,0.6442478,0.051065896
35697,0.45909056,-0.0010960273,0.0671823,0.8843039,-0.052228007
35698,0.79222816,0.39787352,-0.26853073,0.25016448,-0.28174502
35699,0.87989044,0.36847663,-0.18262789,0.00011753021,-0.23804386
35700,0.9102723,0.19928394,-0.34247243,0.082053,0.08757925
35701,0.8880853,-0.06404034,0.010026105,0.43946826,-0.11819647
35702,0.8470177,0.11104904,0.18746535,0.45828012,-0.15831973
35703,0.98765504,-0.026510293,-0.14699776,-0.045626953,-0.012016456
35704,0.9079755,-0.28282967,-0.11686876,0.28440368,-0.032312904
35705,0.54600346,0.31893033,0.15020391,0.7531498,-0.10182261
35706,0.80274105,0.37202016,-0.31482536,0.2792568,-0.20027071
35707,0.8570739,0.37335625,0.1276461,0.22833052,-0.24000195
35708,0.6070608,0.49175423,-0.28367746,0.53159714,0.16305412
35709,0.8600459,0.3380649,-0.15987326,0.3224579,-0.12843125
35710,0.7245453,0.51281565,-0.35733068,0.20541586,-0.2053615
35711,0.7887792,-0.29643404,-0.18007916,0.4895824,0.13354677
35712,0.8195341,-0.10853883,0.029111594,0.5608432,-0.034502413
35713,0.7280066,0.4956002,-0.3504319,0.31756034,-0.027197734
35714,0.9527422,0.041009445,0.07201124,0.15053952,-0.25050503
35715,0.9588545,0.026546093,0.077765234,0.10655873,-0.24998213
35716,0.8032523,-0.5614821,0.05723764,0.19003794,0.0115369605
35717,0.8173236,-0.30189776,-0.068616204,0.47832206,0.085671864
35718,0.7705788,-0.35957745,0.0750143,0.5073495,-0.11782079
35719,0.69463503,0.29273725,-0.05187126,0.65429103,0.03161786
35720,0.8264634,-0.4562388,0.2995926,-0.12179238,-0.06492648
35721,0.815381,-0.32056946,0.008535687,0.35538015,-0.3256089
35722,0.8600614,0.3881607,-0.23157962,-0.08090224,-0.22237661
35723,0.8140747,-0.5619366,0.12089952,-0.08155626,0.0155335525
35724,0.7854291,-0.46572942,0.1954811,-0.3213367,-0.15724827
35725,0.7946608,-0.24590977,-0.090068445,0.30908877,0.45209992
35726,0.89482045,0.07149789,-0.390361,-0.1806094,-0.09582742
35727,0.9890641,-0.12486398,-0.051155634,0.058721103,-0.00980914
35728,0.9828397,-0.14980274,-0.032029163,0.10250517,-0.0072183325
35729,0.92864394,0.053977966,-0.24831425,0.263715,-0.059170984
35730,0.8539922,-0.3005933,-0.35710758,-0.22777915,0.03052636
35731,0.83340645,0.25947323,-0.10397465,0.36439237,-0.30743268
35732,0.96687216,0.08195125,-0.111842535,0.12850304,-0.1715237
35733,0.8157278,0.3620386,-0.26950476,-0.31263867,-0.18204503
35734,0.80969054,-0.472905,0.27428886,0.17635068,-0.12011719
35735,0.7584138,-0.25924015,0.3947037,-0.36861154,-0.25678328
35736,0.5899291,-0.40289515,0.52609825,-0.37288097,-0.27173442
35737,0.7432786,-0.5453156,0.22631632,-0.036916144,-0.31238744
35738,0.60415226,-0.59830433,0.30653536,-0.20116769,-0.37762368
35739,0.7782549,-0.47042042,0.30461416,0.008980216,-0.2831139
35740,0.7914185,0.46043903,-0.2551806,0.07836304,-0.3006573
35741,0.7776039,-0.52358323,-0.08762492,-0.19459252,0.27504268
35742,0.86871684,-0.31048748,-0.07166779,-0.32184488,0.20051983
35743,0.8385899,-0.33764997,0.0927988,-0.39090025,-0.14609829
35744,0.84306985,-0.37557948,0.15329704,-0.33336,-0.11638006
35745,0.87668645,-0.21397653,-0.24361292,-0.3484463,-0.069806255
35746,0.86154187,-0.17016923,-0.36563486,-0.26323035,0.1606515
35747,0.87918013,0.2321859,-0.30734146,0.22416358,-0.16859403
35748,0.8680317,0.19695826,-0.20007862,0.40913177,-0.017549388
35749,0.6799339,0.5871077,-0.29491574,-0.09624823,-0.3110553
35750,0.9261498,0.11259336,-0.159359,-0.15324935,-0.2840574
35751,0.9273506,0.11352627,-0.16205604,-0.14220479,-0.28398654
35752,0.8692626,-0.2637825,0.39913985,-0.09780522,-0.07696078
35753,0.7098532,0.16978583,-0.0729337,0.6796528,-0.0058254935
35754,0.86182046,-0.24544238,0.21720682,0.11447099,-0.36978507
35755,0.9062902,-0.20696189,0.36821115,0.009071827,0.0119628785
35756,0.8929384,-0.22609515,0.38770446,0.02446491,-0.025077134
35757,0.825978,-0.5251214,-0.0034908794,0.15363863,0.13561264
35758,0.845575,-0.31560177,-0.1531507,0.07942588,0.3945058
35759,0.81830007,-0.49722642,0.24053255,-0.05873212,-0.14780259
35760,0.93864316,0.04232588,-0.12129921,0.27839658,-0.15792254
35761,0.77917325,0.24763885,-0.25926328,-0.36355036,-0.36356255
35762,0.6053918,-0.4861143,0.4426266,-0.2802761,-0.350315
35763,0.7638836,-0.5825815,-0.15933979,0.1525444,0.16858707
35764,0.62522095,0.59688413,-0.3349388,-0.3399463,-0.1583687
35765,0.57132477,-0.2711993,-0.47700304,-0.26911378,0.5477999
35766,0.5729746,-0.2717886,-0.475825,-0.27038294,0.5461818
35767,0.79884404,-0.24562441,-0.15375373,0.060615975,0.5236432
35768,0.7990993,-0.59404874,-0.0042868727,0.04601316,0.080067776
35769,0.8626437,-0.099712215,-0.3130526,-0.12279029,0.36444995
35770,0.5554136,-0.4356088,-0.35437575,0.027469002,0.61271846
35771,0.7230929,-0.4055663,-0.14769967,0.30377457,0.445599
35772,0.75337,-0.539041,-0.20022148,0.12800996,0.29222155
35773,0.68067086,0.30371618,-0.44505456,-0.49594936,0.020109335
35774,0.7025538,0.41655645,0.5105881,-0.25302827,-0.09041829
35775,0.92671794,0.31017286,-0.093838565,0.07923765,-0.17292336
35776,0.66705805,0.582891,0.24322653,-0.37418902,-0.12686597
35777,0.6380463,0.5923741,-0.1537419,-0.27468038,-0.37802628
35778,0.65102047,0.60775626,-0.12796395,-0.23701802,-0.36640468
35779,0.7104604,-0.5923188,0.21544707,0.016304491,-0.3126039
35780,0.5868104,0.41012016,-0.2816779,-0.5451885,-0.33298966
35781,0.58692497,0.41467017,-0.27165022,-0.5488471,-0.32945523
35782,0.8774507,0.3450049,-0.24233498,-0.17041934,-0.1525875
35783,0.8750178,0.34978545,-0.24552368,-0.17126225,-0.14960372
35784,0.8672203,0.36811757,-0.24731956,-0.14991643,-0.1696364
35785,0.6637826,0.5630305,0.03090963,-0.4338499,-0.23066899
35786,0.8471346,-0.17828059,0.12554844,0.4827172,0.042435605
35787,0.5519447,0.43980843,-0.18523295,-0.46730182,-0.4992428
35788,0.56030333,0.44792518,-0.18971045,-0.45681497,-0.490666
35789,0.61045283,0.57168067,-0.2726692,-0.27014714,-0.39140847
35790,0.84600633,0.25221774,-0.42854366,-0.12039985,0.15004598
35791,0.9333441,-0.15625857,-0.1857164,-0.24117985,0.10859895
35792,0.8017923,-0.576357,-0.016985008,0.15172781,0.040395763
35793,0.708872,-0.29695916,-0.16956188,0.33426142,0.51849174
35794,0.87127787,-0.44857138,-0.05502846,0.13908799,0.13147296
35795,0.7837121,-0.56980515,-0.08031691,0.21113773,0.100435466
35796,0.7464653,-0.41108468,-0.17481881,0.25440764,0.42250913
35797,0.8352541,-0.4597576,0.068936445,-0.23367067,-0.1778184
35798,0.8580016,-0.48312572,0.04027337,-0.15812688,-0.061617527
35799,0.8155697,-0.42908508,-0.066160835,-0.36389372,0.118051924
35800,0.62771153,-0.6151681,0.29491922,-0.2627595,-0.2674443
35801,0.894275,0.1192304,0.14495462,-0.2636236,-0.3091068
35802,0.7750708,-0.5169189,-0.2591152,0.010439966,0.25457886
35803,0.83523864,-0.5195823,0.078476556,0.13421269,0.09076941
35804,0.7133222,-0.5487772,-0.12447784,-0.04218753,0.41562065
35805,0.8769034,0.0152159035,-0.033948712,0.058594655,-0.47562894
35806,0.84115225,-0.46429422,0.013892167,0.1878599,0.20349322
35807,0.8024091,-0.5112121,-0.035133995,-0.22206153,0.21037102
35808,0.6256185,0.6088878,0.26747337,-0.35506728,-0.2006053
35809,0.62731445,0.46084526,0.34565184,-0.46193758,-0.24746035
35810,0.7898738,0.28670013,0.2254827,-0.2945891,-0.39531928
35811,0.75203955,0.50165516,0.0701875,-0.30198914,-0.29437193
35812,0.90997946,-0.04309862,0.061191883,-0.23024994,-0.33663106
35813,0.63732845,0.07074046,0.09340853,0.7542409,-0.10584791
35814,0.7716785,-0.37087402,0.32186294,0.053619187,-0.40061706
35815,0.4755802,0.06432977,-0.10986417,-0.7024298,-0.51401114
35816,0.58885324,0.4159828,0.48187736,-0.48265603,-0.122668475
35817,0.5840133,0.41707656,0.48929274,-0.4811984,-0.118390076
35818,0.6489293,0.5773669,0.3606578,-0.32814804,-0.088222064
35819,0.6489293,0.5773669,0.3606578,-0.32814804,-0.088222064
35820,0.5027933,0.650754,0.056682188,-0.56173867,-0.07039126
35821,0.6367543,0.6476205,-0.05757038,-0.41250417,-0.040715054
35822,0.48625547,0.5666255,0.35018194,-0.5433187,0.1570623
35823,0.6427916,0.33499563,0.59322363,-0.29588732,0.18743864
35824,0.8183427,-0.065485716,0.5116928,-0.17997015,-0.17834778
35825,0.93293655,-0.18814532,0.18997823,0.23665604,-0.046183106
35826,0.7693525,0.6321327,-0.028183324,-0.075460374,0.044904318
35827,0.75899255,0.64391327,-0.030360056,-0.08395635,0.036544897
35828,0.76367813,-0.47793683,-0.10569911,0.31044117,0.28429914
35829,0.9197517,0.14379041,-0.28813168,0.22321118,0.023193974
35830,0.8374852,-0.11007486,-0.3305813,-0.2519892,0.3372232
35831,0.8191432,-0.4521856,-0.2723913,-0.14733866,0.16919482
35832,0.43272957,-0.34837985,-0.46240008,-0.1392949,0.676875
35833,0.64846283,-0.41306505,0.4261749,-0.37057674,-0.29986835
35834,0.6773342,-0.63211626,0.30906212,-0.09352867,-0.19334027
35835,0.8189051,0.23493078,-0.15195633,-0.44861066,-0.22329283
35836,0.8276792,-0.4977464,0.18245839,-0.10074199,-0.15412849
35837,0.8227038,-0.3666597,0.046502918,-0.42429426,0.08081415
35838,0.84577763,-0.39494002,0.24472068,-0.21699582,-0.14733364
35839,0.9139069,-0.3701991,0.032897748,0.014576667,-0.16257946
35840,0.82022065,-0.47508007,0.10129099,0.30045566,-0.03167822
35841,0.7737409,-0.61150515,-0.03141664,0.13290344,0.09346752
35842,0.6011827,0.22990227,-0.18037811,-0.58331156,-0.4614496
35843,0.7314366,0.3556561,-0.20558205,-0.45911333,-0.29233578
35844,0.58559245,0.6558616,-0.23653743,-0.32598457,-0.2543837
35845,0.735541,0.35831887,-0.21026677,-0.45625558,-0.27965263
35846,0.7654873,0.0037331975,-0.05676868,-0.5803727,-0.2719559
35847,0.6636439,0.24544165,-0.36395112,-0.39752877,-0.4569963
35848,0.6550381,0.13423693,-0.28366178,-0.4202561,-0.5438991
35849,0.8257756,-0.4852577,0.09832324,-0.2642435,-0.05592458
35850,0.7259627,-0.6177623,-0.025277268,-0.07849347,0.29077086
35851,0.805672,-0.56996286,0.11532355,0.1028336,-0.0464847
35852,0.8612033,-0.16206469,-0.32958582,-0.0936211,0.33863285
35853,0.92086536,-0.2612506,-0.0751715,-0.20381267,0.19121896
35854,0.78153694,-0.6138261,0.09469589,0.03143337,-0.049620803
35855,0.80032843,-0.59731156,-0.0003999904,-0.0038065035,0.051755533
35856,0.8022745,-0.54682714,0.14946833,0.16645694,-0.08536351
35857,0.92462313,-0.2209355,-0.105078086,-0.19807355,0.21444146
35858,0.9203459,-0.24106297,-0.112413146,-0.17974336,0.22340028
35859,0.9223916,-0.23146117,-0.10902364,-0.18797205,0.21999979
35860,0.7627545,-0.43788987,-0.17207505,-0.28951034,0.33620217
35861,0.7494673,-0.49025723,-0.20187211,-0.34135026,0.20167863
35862,0.82205635,-0.5035934,-0.06631184,-0.22024532,0.13308556
35863,0.83355445,-0.49864247,0.18001585,-0.037802607,-0.1506911
35864,0.96376145,-0.23629142,-0.09066694,-0.0693502,-0.047959477
35865,0.92562884,-0.22622281,-0.23689443,-0.18894626,0.014654795
35866,0.92234194,-0.09530335,-0.3147036,-0.20188437,-0.02017547
35867,0.7902157,-0.4649539,0.022926748,-0.05695169,0.3944717
35868,0.7203244,-0.6066181,-0.04195833,-0.08746191,0.3220824
35869,0.7641822,-0.6112814,-0.07835934,0.05515663,0.1821485
35870,0.83980274,-0.5222236,-0.08018644,0.054724757,0.11220127
35871,0.7719447,-0.49593848,-0.12302119,0.18592559,0.32930815
35872,0.85294676,-0.50123054,-0.07082875,0.119561724,0.04402224
35873,0.65534854,-0.47975734,-0.2659872,0.1311987,0.5023831
35874,0.949481,-0.23984663,0.042256605,-0.15181008,0.12699357
35875,0.8743394,-0.2527623,-0.27298918,0.026111577,0.31054273
35876,0.8521788,-0.3861183,-0.06340998,0.34739247,0.0012277549
35877,0.82245624,-0.46393448,0.07329734,-0.31983447,0.025765909
35878,0.85939837,-0.4275343,0.24066526,-0.14347146,-0.012046744
35879,0.78976506,-0.42813414,0.35672584,-0.21091203,-0.14572313
35880,0.84643126,-0.40573615,-0.110203445,0.06712802,0.31981444
35881,0.869977,0.024647458,0.2495212,-0.2886702,-0.31135386
35882,0.70754385,0.44403985,-0.15083079,-0.05191064,-0.52608514
35883,0.73441637,0.34940973,-0.27210647,-0.11356623,-0.5016036
35884,0.9231206,0.01044116,0.050621,0.32095945,-0.20533377
35885,0.9212004,0.013192154,0.0523575,0.32750893,-0.20300792
35886,0.9244301,0.011342487,0.049545217,0.31799814,-0.20426169
35887,0.92124003,0.013111924,0.052388277,0.32738608,-0.2030238
35888,0.92302305,0.025329903,0.063654676,0.3163171,-0.20803466
35889,0.9239359,0.01905435,0.048499044,0.3165298,-0.2084132
35890,0.92340034,0.011492789,0.05003684,0.3199288,-0.2057709
35891,0.9252316,0.020035606,0.04740341,0.31352347,-0.20736705
35892,0.92470706,0.012403211,0.048956305,0.31695884,-0.20470297
35893,0.92148596,0.014234628,0.05177598,0.32648164,-0.20344545
35894,0.92203707,0.0030096357,0.05317656,0.3236399,-0.20559196
35895,0.9231597,0.010359938,0.050651673,0.3208341,-0.20535004
35896,0.9220692,0.02166742,0.0502785,0.3229828,-0.20609012
35897,0.9211445,0.027896408,0.0652507,0.3226742,-0.20576276
35898,0.9239343,0.010861728,0.05021754,0.31849372,-0.20559052
35899,0.92152554,0.014154634,0.051806677,0.32635838,-0.20346144
35900,0.9220294,0.021746257,0.050248094,0.32310635,-0.20607367
35901,0.9244709,0.018435633,0.04867714,0.31508973,-0.20823711
35902,0.9239753,0.018974606,0.048529267,0.31640416,-0.20842987
35903,0.9397265,0.038076255,-0.06994829,0.21160752,-0.25650322
35904,0.9234395,0.011411832,0.050067354,0.31980357,-0.20578688
35905,0.9234395,0.011411832,0.050067354,0.31980357,-0.20578688
35906,0.92423105,0.018108537,0.047893774,0.31895936,-0.2035685
35907,0.92087775,0.026898956,0.06582566,0.32366925,-0.20534332
35908,0.9240155,0.018942337,0.048515167,0.31634447,-0.20834818
35909,0.9228,0.024247518,0.06426412,0.3171929,-0.2076317
35910,0.9252538,0.018275037,0.04814937,0.31257147,-0.20869175
35911,0.9235982,0.015188088,0.04923531,0.32075372,-0.2035407
35912,0.9400834,0.025243994,-0.06749163,0.21762338,-0.25237045
35913,0.9246848,0.010746499,0.049666747,0.31612036,-0.20601831
35914,0.92165554,0.017919013,0.050987415,0.32732722,-0.20121448
35915,0.9236554,0.0098078735,0.05080284,0.31952477,-0.20515274
35916,0.9243941,0.015342174,0.04954861,0.31850785,-0.20336656
35917,0.7392473,-0.46205,-0.34040532,-0.2690546,0.22750187
35918,0.8004822,0.4023515,0.2599785,-0.22516292,-0.28116626
35919,0.8315959,0.46707684,0.1443923,-0.25344735,0.07213093
35920,0.7326893,0.5666196,0.07939382,-0.20748806,-0.3045553
35921,0.73471034,0.56857806,0.06982919,-0.2046937,-0.30023998
35922,0.7280214,-0.46013686,-0.34890062,-0.28409162,0.23626097
35923,0.7246787,-0.444677,-0.37471682,-0.27000344,0.2525641
35924,0.81995356,-0.5511407,0.12359799,0.04141465,0.083236985
35925,0.7223919,-0.4782605,0.36430994,-0.2607792,-0.22065662
35926,0.8263404,0.054773938,-0.36447233,0.0045596967,0.42579383
35927,0.8122121,-0.46971026,0.27573717,-0.18793908,-0.0912786
35928,0.6845482,-0.20668742,0.5463425,-0.38354233,-0.20755577
35929,0.76097196,-0.46680802,-0.25513858,-0.06321128,0.36595163
35930,0.6812923,-0.55252916,0.3163124,-0.07276863,-0.3538411
35931,0.88984793,-0.3564151,-0.22767471,-0.14026426,0.09812808
35932,0.771664,-0.42971274,-0.18183215,-0.35905457,0.24062087
35933,0.8333006,-0.5182256,-0.060561895,-0.14301482,0.11371562
35934,0.93245727,-0.2741511,-0.16359465,-0.102056846,0.13485464
35935,0.508263,-0.23805323,-0.489432,-0.26984888,0.61044014
35936,0.7177201,-0.12743933,-0.36206692,-0.3931567,0.4277528
35937,0.77359253,-0.19180189,-0.43680155,-0.17305481,0.37950382
35938,0.83106834,-0.37749982,-0.25894898,-0.17693205,0.26164854
35939,0.81114984,-0.32277086,-0.33244452,-0.1812726,0.3073694
35940,0.7592448,-0.18679816,-0.44024518,-0.27118468,0.34827685
35941,0.82761234,-0.35199082,-0.30967677,-0.15662612,0.26594892
35942,0.75066847,0.018948026,-0.56357217,-0.2543552,0.23200767
35943,0.4976284,-0.14497907,-0.37542745,-0.48909715,0.5926088
35944,0.41526616,-0.2514351,-0.5173265,-0.22978087,0.66626453
35945,0.7844025,-0.5616823,-0.13612169,0.04606057,0.22039762
35946,0.8560428,-0.22732666,-0.14387342,0.023362568,0.44075844
35947,0.7853812,-0.576602,0.13809454,0.074076116,-0.16170643
35948,0.8391992,-0.4662653,-0.2102649,0.0045172255,0.18468812
35949,0.83705777,-0.50885296,-0.10736364,0.13327336,0.105423845
35950,0.83870584,-0.41665903,-0.10980202,0.23702352,0.23394705
35951,0.7649931,-0.5627968,-0.13976382,-0.07738692,0.26930058
35952,0.6439353,-0.046694543,-0.52518445,-0.38483462,0.39906195
35953,0.8822482,-0.45367885,-0.09713322,0.06323365,0.048787076
35954,0.8410892,-0.46676302,-0.21063569,0.0056586647,0.17407389
35955,0.7485595,-0.18592867,-0.37827498,-0.15585843,0.48755044
35956,0.7878869,0.22207096,-0.4398989,0.101681024,0.35506144
35957,0.8787946,-0.100115426,0.4500792,-0.017735207,-0.12170069
35958,0.7829556,0.012183943,-0.45675564,0.040047176,0.42024112
35959,0.7813244,0.28532314,-0.017320145,0.4444705,-0.33206755
35960,0.80707735,0.27301583,-0.14350231,0.42273462,0.27347967
35961,0.73884815,0.08129846,-0.13379262,0.6515197,0.07152319
35962,0.8147916,0.3456813,-0.060473215,0.37142864,-0.27386612
35963,0.7901388,0.39407527,-0.10039563,0.35698232,-0.28787088
35964,0.79201716,0.40323952,-0.1111908,0.35720438,-0.26485536
35965,0.81339407,0.3714726,-0.059999004,0.38097388,-0.22728255
35966,0.7919557,0.3858357,-0.102805294,0.3785092,-0.26476172
35967,0.79633445,0.33562663,-0.084074065,0.41360468,-0.27398697
